CNTSCHID,CNTSTUID,ST267Q01JA,ST267Q02JA,ST267Q03JA,ST267Q04JA,ST267Q05JA,ST267Q06JA,ST267Q07JA,ST267Q08JA,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST038Q09JA,ST038Q10JA,ST038Q11JA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA
60800155,60804874,Not Applicable,Not Applicable,Strongly agree,Not Applicable,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Not Applicable,Strongly disagree,Strongly agree,A few times a month,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800180,60804876,Agree,Not Applicable,Agree,No Response,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Disagree,Agree,Disagree,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Agree,Agree,Agree,Agree
60800070,60804877,Agree,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Not Applicable,Agree,Disagree,Disagree,Disagree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800109,60804878,Agree,Not Applicable,Agree,Not Applicable,Not Applicable,Agree,Agree,Disagree,Disagree,Agree,Not Applicable,Agree,Agree,Disagree,Never or almost never,Once a week or more,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Disagree
60800040,60804879,Agree,Agree,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Agree,Disagree,Agree,Agree,Not Applicable,Agree,Strongly disagree,Never or almost never,Never or almost never,A few times a year,Never or almost never,A few times a year,Never or almost never,Never or almost never,A few times a year,A few times a year,Strongly agree,Strongly agree,Strongly agree,Agree
60800096,60804880,Agree,Not Applicable,Not Applicable,Agree,Agree,Not Applicable,Agree,Agree,Disagree,Not Applicable,Disagree,Disagree,Disagree,Disagree,No Response,Once a week or more,A few times a year,A few times a year,A few times a year,A few times a month,A few times a month,A few times a year,A few times a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800171,60804881,Agree,Not Applicable,Disagree,Agree,Disagree,Not Applicable,Agree,Not Applicable,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Not Applicable,Never or almost never,A few times a year,A few times a year,A few times a year,A few times a month,A few times a month,Never or almost never,Once a week or more,A few times a year,Agree,Agree,Agree,Agree
60800045,60804883,Agree,Agree,Not Applicable,Not Applicable,Agree,Not Applicable,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Not Applicable,Agree,A few times a year,A few times a month,Once a week or more,A few times a month,A few times a month,Never or almost never,Never or almost never,Never or almost never,A few times a year,Agree,Agree,Disagree,Disagree
60800169,60804884,Not Applicable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not Applicable,Not Applicable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
60800025,60804885,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Not Applicable,Not Applicable,Not Applicable,Disagree,Disagree,Strongly agree,Strongly agree,Not Applicable,Agree,Disagree,A few times a year,A few times a month,Never or almost never,Never or almost never,Never or almost never,A few times a year,A few times a year,Never or almost never,Once a week or more,Strongly agree,Agree,Strongly agree,Strongly agree
60800176,60804886,Not Applicable,Disagree,Disagree,Strongly disagree,Strongly agree,Not Applicable,Agree,Not Applicable,Not Applicable,Strongly agree,Disagree,Agree,Agree,Strongly agree,A few times a year,Once a week or more,A few times a month,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Disagree
60800080,60804887,Strongly agree,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Strongly agree,Strongly disagree,Not Applicable,Strongly disagree,Strongly agree,Not Applicable,Strongly disagree,Strongly agree,Strongly disagree,Never or almost never,A few times a month,Never or almost never,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800170,60804888,Disagree,Agree,Agree,Not Applicable,Agree,Disagree,Not Applicable,Not Applicable,Disagree,Strongly agree,Strongly agree,Disagree,Not Applicable,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800081,60804889,Agree,Not Applicable,Not Applicable,Disagree,Agree,Strongly agree,Not Applicable,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Not Applicable,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800159,60804890,Strongly agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Not Applicable,Agree,Agree,Disagree,Disagree,Disagree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800172,60804892,Strongly agree,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Strongly agree,Not Applicable,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Not Applicable,Strongly disagree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800163,60804893,Strongly disagree,Not Applicable,Not Applicable,Agree,Disagree,Strongly agree,Not Applicable,Disagree,Agree,Not Applicable,Agree,Strongly agree,Disagree,Strongly agree,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,A few times a year,Never or almost never,Never or almost never,A few times a year,Strongly agree,Strongly agree,Disagree,Agree
60800027,60804894,Agree,No Response,Not Applicable,No Response,Not Applicable,Agree,Agree,Not Applicable,Disagree,Not Applicable,Agree,Disagree,Disagree,Disagree,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Disagree,Agree,Disagree
60800166,60804895,Not Applicable,Agree,Not Applicable,Strongly agree,Not Applicable,Agree,Agree,Disagree,Disagree,Agree,Agree,Not Applicable,Disagree,Disagree,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,A few times a month,Never or almost never,Agree,Agree,Agree,Agree
60800158,60804897,Agree,Agree,Not Applicable,Agree,Agree,Agree,Not Applicable,Not Applicable,Disagree,Not Applicable,Agree,Disagree,Agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800140,60804898,Not Applicable,Not Applicable,Agree,Disagree,Agree,Not Applicable,Agree,Disagree,Disagree,Agree,Agree,Not Applicable,Disagree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800090,60804900,Not Applicable,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Not Applicable,Agree,Not Applicable,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Not Applicable,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800180,60804901,Agree,Not Applicable,Agree,Disagree,Not Applicable,Agree,Not Applicable,Disagree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Not Applicable,Never or almost never,Never or almost never,A few times a year,Never or almost never,A few times a year,A few times a month,A few times a year,A few times a year,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800174,60804902,Agree,Strongly disagree,No Response,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Disagree,Agree,Strongly agree,Agree,Strongly agree,Not Applicable,Never or almost never,A few times a year,Never or almost never,A few times a year,A few times a month,Never or almost never,Never or almost never,A few times a month,Once a week or more,Agree,Agree,Agree,Disagree
60800183,60804903,Not Applicable,Strongly agree,Strongly agree,Disagree,Not Applicable,Agree,Not Applicable,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Not Applicable,Strongly agree,A few times a month,A few times a month,A few times a year,No Response,A few times a year,Once a week or more,A few times a month,A few times a year,A few times a month,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree
60800161,60804904,Agree,Agree,Agree,No Response,No Response,Not Applicable,Not Applicable,Not Applicable,Disagree,Agree,Not Applicable,Disagree,Disagree,Disagree,Never or almost never,A few times a year,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800010,60804905,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Not Applicable,Not Applicable,Not Applicable,Strongly disagree,Strongly disagree,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800151,60804906,Agree,Not Applicable,Agree,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Disagree,Agree,Agree,Agree,Agree,Agree,Not Applicable,A few times a year,A few times a year,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800152,60804908,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Strongly agree,Not Applicable,Disagree,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Strongly disagree,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800143,60804909,Not Applicable,No Response,No Response,No Response,No Response,Disagree,Not Applicable,Not Applicable,Not Applicable,No Response,No Response,No Response,No Response,Strongly disagree,No Response,No Response,No Response,No Response,No Response,No Response,A few times a year,No Response,No Response,No Response,No Response,Agree,No Response
